Predator_overlap,Group1,Group2,Prey_overlap,Node1,Node2,Group,Nodes
0.100486591458321,Capelin,Zoop_omniv,0.320957660675049,28,44,Capelin:Zoop_omniv,28:44
0.10772717744112,Pollock_L,Sandlance,0.34413468837738,19,33,Pollock_L:Sandlance,19:33
0.108064793050289,Arrowtooth_S,Pollock_L,0.85536253452301,13,19,Arrowtooth_S:Pollock_L,13:19
0.122041821479797,Rockfish,Capelin,0.484838902950287,20,28,Rockfish:Capelin,20:28
0.125206559896469,Eulachon,Pollock_S,0.291019231081009,25,30,Eulachon:Pollock_S,25:30
0.136751264333725,Octopods,Deep_demersals,0.668216705322266,16,18,Octopods:Deep_demersals,16:18
0.139929905533791,Pacific_cod,Rockfish,0.514786839485168,11,20,Pacific_cod:Rockfish,11:20
0.140087708830833,Jellies,Zoopl_near_onmiv,0.312498182058334,41,43,Jellies:Zoopl_near_onmiv,41:43
0.14166060090065,Pacific_cod,Pollock_L,0.520582377910614,11,19,Pacific_cod:Pollock_L,11:19
0.142157375812531,Pacific_cod,Nshore_demersal,0.345118135213852,11,23,Pacific_cod:Nshore_demersal,11:23
0.142528831958771,Mussels,Shallow_infauna_clams,0.99521392583847,49,51,Mussels:Shallow_infauna_clams,49:51
0.145727008581161,Urchins,Mussels,0.17750309407711,38,49,Urchins:Mussels,38:49
0.150407865643501,Herring_L,Zoopl_near_onmiv,0.275671422481537,29,43,Herring_L:Zoopl_near_onmiv,29:43
0.165709987282753,Pollock_L,Salmon_fry_S,0.535410106182098,19,22,Pollock_L:Salmon_fry_S,19:22
0.176182568073273,Rockfish,Herring_L,0.434920430183411,20,29,Rockfish:Herring_L,20:29
0.180453032255173,Arrowtooth_L,Octopods,0.149421572685242,9,16,Arrowtooth_L:Octopods,9:16
0.182704105973244,Halibut,Octopods,0.301889300346375,5,16,Halibut:Octopods,5:16
0.186192497611046,Salmon_fry_S,Zoopl_near_onmiv,0.244086042046547,22,43,Salmon_fry_S:Zoopl_near_onmiv,22:43
0.200319647789001,Barnacles,Zoopl_near_herb,0.514686107635498,50,52,Barnacles:Zoopl_near_herb,50:52
0.200803011655807,Capelin,Zoopl_near_onmiv,0.263772219419479,28,43,Capelin:Zoopl_near_onmiv,28:43
0.226892754435539,Nshore_demersal,Sandlance,0.101706780493259,23,33,Nshore_demersal:Sandlance,23:33
0.238506138324738,Arrowtooth_L,Pacific_cod,0.259642630815506,9,11,Arrowtooth_L:Pacific_cod,9:11
0.238864436745644,Pollock_S,Herring_S,0.964221954345703,30,40,Pollock_S:Herring_S,30:40
0.241301938891411,Salmon_fry_S,Capelin,0.933767318725586,22,28,Salmon_fry_S:Capelin,22:28
0.2445979565382,Halibut,Pacific_cod,0.531449973583221,5,11,Halibut:Pacific_cod,5:11
0.256067991256714,Pollock_L,Eulachon,0.785972476005554,19,25,Pollock_L:Eulachon,19:25
0.260929226875305,Nshore_demersal,Leather_stars,0.952810049057007,23,36,Nshore_demersal:Leather_stars,23:36
0.260952770709991,Helmet_crab,Snail_crust_S,0.907120764255524,39,48,Helmet_crab:Snail_crust_S,39:48
0.267560958862305,Nshore_demersal,Helmet_crab,0.350218266248703,23,39,Nshore_demersal:Helmet_crab,23:39
0.268917560577393,Nshore_demersal,Pisaster_Evasterias,0.484578549861908,23,35,Nshore_demersal:Pisaster_Evasterias,23:35
0.273964792490005,Sandlance,Zoopl_near_onmiv,0.30858963727951,33,43,Sandlance:Zoopl_near_onmiv,33:43
0.274022072553635,Eulachon,Herring_L,0.458609163761139,25,29,Eulachon:Herring_L,25:29
0.275811463594437,Salmon_fry_S,Sandlance,0.874946057796478,22,33,Salmon_fry_S:Sandlance,22:33
0.276607483625412,Deep_demersals,Pollock_L,0.3272445499897,18,19,Deep_demersals:Pollock_L,18:19
0.279409795999527,Herring_S,Zoopl_near_onmiv,0.314504474401474,40,43,Herring_S:Zoopl_near_onmiv,40:43
0.287846565246582,Snail_crust_S,Barnacles,0.85735422372818,48,50,Snail_crust_S:Barnacles,48:50
0.288459777832031,Herring_L,Sandlance,0.960480988025665,29,33,Herring_L:Sandlance,29:33
0.299296528100967,Salmon_fry_S,Herring_L,0.950645506381989,22,29,Salmon_fry_S:Herring_L,22:29
0.315000057220459,Mussels,Zoopl_near_herb,0.127608984708786,49,52,Mussels:Zoopl_near_herb,49:52
0.335538804531097,Nshore_demersal,Sunflower_stars,0.201442897319794,23,34,Nshore_demersal:Sunflower_stars,23:34
0.336215108633041,Arrowtooth_S,Nshore_demersal,0.10883292555809,13,23,Arrowtooth_S:Nshore_demersal,13:23
0.354737311601639,Salmon_fry_S,Nshore_demersal,0.288774371147156,22,23,Salmon_fry_S:Nshore_demersal,22:23
0.356096476316452,Snail_crust_S,Zoopl_near_herb,0.12402705103159,48,52,Snail_crust_S:Zoopl_near_herb,48:52
0.358505964279175,Pollock_L,Herring_S,0.223851531744003,19,40,Pollock_L:Herring_S,19:40
0.381721884012222,Salmon_fry_S,Eulachon,0.490337520837784,22,25,Salmon_fry_S:Eulachon,22:25
0.392112076282501,Urchins,Helmet_crab,0.170497611165047,38,39,Urchins:Helmet_crab,38:39
0.402367681264877,Zoopl_near_onmiv,Zoop_omniv,0.123491428792477,43,44,Zoopl_near_onmiv:Zoop_omniv,43:44
0.409454345703125,Helmet_crab,Shallow_infauna_clams,0.921689391136169,39,51,Helmet_crab:Shallow_infauna_clams,39:51
0.412668853998184,Pacific_cod,Sablefish,0.365781098604202,11,12,Pacific_cod:Sablefish,11:12
0.416618496179581,Rockfish,Nshore_demersal,0.162629649043083,20,23,Rockfish:Nshore_demersal,20:23
0.435983240604401,Capelin,Pollock_S,0.957781374454498,28,30,Capelin:Pollock_S,28:30
0.444932907819748,Cucumbers,Snail_crust_S,0.892224490642548,37,48,Cucumbers:Snail_crust_S,37:48
0.448055118322372,Snail_crust_S,Mussels,0.956989228725433,48,49,Snail_crust_S:Mussels,48:49
0.455649107694626,Octopods,Nshore_demersal,0.417857795953751,16,23,Octopods:Nshore_demersal,16:23
0.464781492948532,Salmon_fry_S,Leather_stars,0.238917455077171,22,36,Salmon_fry_S:Leather_stars,22:36
0.471507579088211,Pollock_L,Capelin,0.564882814884186,19,28,Pollock_L:Capelin,19:28
0.471707284450531,Salmon_fry_S,Pisaster_Evasterias,0.140462622046471,22,35,Salmon_fry_S:Pisaster_Evasterias,22:35
0.477446645498276,Spiny_dogfish,Rockfish,0.745190978050232,14,20,Spiny_dogfish:Rockfish,14:20
0.478264480829239,Capelin,Herring_L,0.994176626205444,28,29,Capelin:Herring_L,28:29
0.478669017553329,Herring_S,Jellies,0.953750014305115,40,41,Herring_S:Jellies,40:41
0.498559832572937,Herring_L,Herring_S,0.878369569778442,29,40,Herring_L:Herring_S,29:40
0.558130502700806,Sablefish,Rockfish,0.328147023916245,12,20,Sablefish:Rockfish,12:20
