Predator_overlap,Group1,Group2,Prey_overlap,Node1,Node2,Group,Nodes
0.107447557151318,Jellies,Zoop_omniv,0.437978625297546,41,44,Jellies:Zoop_omniv,41:44
0.110199280083179,Pacific_cod,Nshore_demersal,0.604480504989624,11,23,Pacific_cod:Nshore_demersal,11:23
0.120456829667091,Sandlance,Zoop_omniv,0.332866162061691,33,44,Sandlance:Zoop_omniv,33:44
0.124347545206547,Herring_S,Zoop_omniv,0.339508980512619,40,44,Herring_S:Zoop_omniv,40:44
0.126115053892136,Salmon_fry_S,Herring_L,0.976588785648346,22,29,Salmon_fry_S:Herring_L,22:29
0.133126422762871,Herring_L,Sandlance,0.958800315856934,29,33,Herring_L:Sandlance,29:33
0.13734196126461,Mussels,Shallow_infauna_clams,0.996342480182648,49,51,Mussels:Shallow_infauna_clams,49:51
0.1402927339077,Octopods,Deep_demersals,0.704253137111664,16,18,Octopods:Deep_demersals,16:18
0.142849907279015,Pacific_cod,Pollock_L,0.565934300422668,11,19,Pacific_cod:Pollock_L,11:19
0.143732622265816,Capelin,Zoop_omniv,0.281936198472977,28,44,Capelin:Zoop_omniv,28:44
0.144544020295143,Urchins,Mussels,0.164346173405647,38,49,Urchins:Mussels,38:49
0.144873172044754,Pacific_cod,Rockfish,0.559391617774963,11,20,Pacific_cod:Rockfish,11:20
0.151042222976685,Pollock_L,Salmon_fry_S,0.533881485462189,19,22,Pollock_L:Salmon_fry_S,19:22
0.17064642906189,Arrowtooth_L,Octopods,0.143028885126114,9,16,Arrowtooth_L:Octopods,9:16
0.171867579221725,Salmon_fry_S,Capelin,0.977479815483093,22,28,Salmon_fry_S:Capelin,22:28
0.172877818346024,Halibut,Octopods,0.278223931789398,5,16,Halibut:Octopods,5:16
0.182790607213974,Barnacles,Zoopl_near_herb,0.495961993932724,50,52,Barnacles:Zoopl_near_herb,50:52
0.184856340289116,Salmon_fry_S,Zoopl_near_onmiv,0.26145926117897,22,43,Salmon_fry_S:Zoopl_near_onmiv,22:43
0.188234910368919,Pollock_L,Eulachon,0.748878538608551,19,25,Pollock_L:Eulachon,19:25
0.189839586615562,Arrowtooth_S,Herring_L,0.213873296976089,13,29,Arrowtooth_S:Herring_L,13:29
0.193853661417961,Salmon_fry_S,Sandlance,0.91519570350647,22,33,Salmon_fry_S:Sandlance,22:33
0.197321176528931,Jellies,Zoopl_near_onmiv,0.31461238861084,41,43,Jellies:Zoopl_near_onmiv,41:43
0.200203195214272,Pollock_S,Herring_S,0.961740553379059,30,40,Pollock_S:Herring_S,30:40
0.202804729342461,Eulachon,Herring_L,0.470428496599197,25,29,Eulachon:Herring_L,25:29
0.223489105701447,Rockfish,Herring_L,0.418904453516006,20,29,Rockfish:Herring_L,20:29
0.231049224734306,Nshore_demersal,Capelin,0.106866501271725,23,28,Nshore_demersal:Capelin,23:28
0.233853399753571,Arrowtooth_L,Pacific_cod,0.283894568681717,9,11,Arrowtooth_L:Pacific_cod,9:11
0.238963410258293,Nshore_demersal,Sandlance,0.141191110014915,23,33,Nshore_demersal:Sandlance,23:33
0.241015538573265,Halibut,Pacific_cod,0.517414271831512,5,11,Halibut:Pacific_cod,5:11
0.258926600217819,Urchins,Helmet_crab,0.157508924603462,38,39,Urchins:Helmet_crab,38:39
